1,x,y,z,
2,-9.060969071447524,-0.11126036177125263,0.041999999433755875,
3,-9.041209824299274,0.05358402820889748,0.041999999433755875,
4,-9.041209824299274,0.05358402820889748,0.041999999433755875,
5,-9.041209824299274,0.05358402820889748,0.041999999433755875,
6,-9.039412467215369,-0.05478847542614383,0.041999999433755875,
7,-9.039412467215369,-0.05478847542614383,0.041999999433755875,
8,-9.039412467215369,-0.05478847542614383,0.041999999433755875,
9,-9.066297183196586,-0.11260574413287655,0.041999999433755875,
10,-9.066297183196586,-0.11260574413287655,0.041999999433755875,
11,-9.066297183196586,-0.11260574413287655,0.041999999433755875,
12,-9.00962693446611,-0.010505543379360136,0.041999999433755875,
13,-9.00962693446611,-0.010505543379360136,0.041999999433755875,
14,-9.00962693446611,-0.010505543379360136,0.041999999433755875,
15,-9.008843792405301,-0.011023368782354602,0.06533470802120651,
16,-9.008843792405301,-0.011023368782354602,0.06533470802120651,
17,-9.008843792405301,-0.011023368782354602,0.06533470802120651,
18,-9.007690091942562,-0.007896808847651699,0.06464926658321908,
19,-9.007690091942562,-0.007896808847651699,0.06464926658321908,
20,-9.007690091942562,-0.007896808847651699,0.06464926658321908,
21,-9.005020884352021,-0.005333896677071125,0.06523389383945988,
22,-9.005020884352021,-0.005333896677071125,0.06523389383945988,
23,-9.005020884352021,-0.005333896677071125,0.06523389383945988,
24,-9.00105516892777,0.008013970559153061,0.05957356520887853,
25,-9.00105516892777,0.008013970559153061,0.05957356520887853,
26,-9.00105516892777,0.008013970559153061,0.05957356520887853,
27,-8.995421930822227,0.004010975475949567,0.05935363249624408,
28,-8.995421930822227,0.004010975475949567,0.05935363249624408,
29,-8.995421930822227,0.004010975475949567,0.05935363249624408,
30,-8.992865941775104,0.010905448120346883,0.056599653329555494,
31,-8.992865941775104,0.010905448120346883,0.056599653329555494,
32,-8.992865941775104,0.010905448120346883,0.056599653329555494,
33,-8.99233704585692,0.017092086752273705,0.053614731370489735,
34,-8.99233704585692,0.017092086752273705,0.053614731370489735,
35,-8.99233704585692,0.017092086752273705,0.053614731370489735,
36,-8.992551614174296,0.04375235774671398,0.041999999433755875,
37,-8.992551614174296,0.04375235774671398,0.041999999433755875,
38,-8.992551614174296,0.04375235774671398,0.041999999433755875,
39,-8.991750698470085,0.04244410348545368,0.0701047398225657,
40,-8.991750698470085,0.04244410348545368,0.0701047398225657,
41,-8.991750698470085,0.04244410348545368,0.0701047398225657,
42,-9.03918712383663,0.17534272229553524,0.041999999433755875,
43,-9.03918712383663,0.17534272229553524,0.041999999433755875,
44,-9.03918712383663,0.17534272229553524,0.041999999433755875,
45,-9.057547472125401,0.03977446490043144,0.041999999433755875,
46,-9.057547472125401,0.03977446490043144,0.041999999433755875,
47,-9.057547472125401,0.03977446490043144,0.041999999433755875,
48,-9.00758768720606,0.05690579787952729,0.041999999433755875,
49,-9.00758768720606,0.05690579787952729,0.041999999433755875,
50,-9.00758768720606,0.05690579787952729,0.041999999433755875,
51,-8.998145074026963,0.049259599373949546,0.06514088114703095,
52,-8.998145074026963,0.049259599373949546,0.06514088114703095,
53,-8.998145074026963,0.049259599373949546,0.06514088114703095,
54,-8.996428857995236,0.03874064211410435,0.06196336396510184,
55,-8.996428857995236,0.03874064211410435,0.06196336396510184,
56,-8.996428857995236,0.03874064211410435,0.06196336396510184,
57,-8.99355174154939,0.041308160771515334,0.0636228097531295,
58,-8.99355174154939,0.041308160771515334,0.0636228097531295,
59,-8.99355174154939,0.041308160771515334,0.0636228097531295,
60,-8.990281055962305,0.043702668508364864,0.0608793146180605,
61,-8.990281055962305,0.043702668508364864,0.0608793146180605,
62,-8.990281055962305,0.043702668508364864,0.0608793146180605,
63,-8.988015580795762,0.04272115829803044,0.06046973909620172,
64,-8.988015580795762,0.04272115829803044,0.06046973909620172,
65,-8.988015580795762,0.04272115829803044,0.06046973909620172,
66,-8.983634508496738,0.0382186711417396,0.056504141460628377,
67,-8.983634508496738,0.0382186711417396,0.056504141460628377,
68,-8.983634508496738,0.0382186711417396,0.056504141460628377,
69,-8.977154307482634,0.038694929975519425,0.052425920519768424,
70,-8.977154307482634,0.038694929975519425,0.052425920519768424,
71,-8.977154307482634,0.038694929975519425,0.052425920519768424,
72,-8.972987216946803,0.036202381212481156,0.05087739921583027,
73,-8.972987216946803,0.036202381212481156,0.05087739921583027,
74,-8.972987216946803,0.036202381212481156,0.05087739921583027,
75,-8.969588776562437,0.031912208094695256,0.049275176514560065,
76,-8.969588776562437,0.031912208094695256,0.049275176514560065,
77,-8.969588776562437,0.031912208094695256,0.049275176514560065,
78,-8.969095202105075,0.02500005812123753,0.046430264658969704,
79,-8.969095202105075,0.02500005812123753,0.046430264658969704,
80,-8.969095202105075,0.02500005812123753,0.046430264658969704,
81,-9.06911919100059,0.06717629744813707,0.041999999433755875,
82,-9.06911919100059,0.06717629744813707,0.041999999433755875,
83,-9.06911919100059,0.06717629744813707,0.041999999433755875,
84,-9.070482680288867,-0.16398097973030148,0.041999999433755875,
85,-9.070482680288867,-0.16398097973030148,0.041999999433755875,
86,-9.070482680288867,-0.16398097973030148,0.041999999433755875,
87,-9.041503560123715,-0.11832585821289505,0.041999999433755875,
88,-9.041503560123715,-0.11832585821289505,0.041999999433755875,
89,-9.041503560123715,-0.11832585821289505,0.041999999433755875,
90,-9.056819837250712,-0.030608445587637603,0.041999999433755875,
91,-9.056819837250712,-0.030608445587637603,0.041999999433755875,
92,-9.056819837250712,-0.030608445587637603,0.041999999433755875,
93,-9.014461798395718,0.02341873610180201,0.041999999433755875,
94,-9.014461798395718,0.02341873610180201,0.041999999433755875,
95,-9.014461798395718,0.02341873610180201,0.041999999433755875,
96,-9.000049383570513,-0.013028798033638732,0.041999999433755875,
97,-9.000049383570513,-0.013028798033638732,0.041999999433755875,
98,-9.000049383570513,-0.013028798033638732,0.041999999433755875,
99,-8.995811635874848,0.008246247617161232,0.051327327169656274,
100,-8.995811635874848,0.008246247617161232,0.051327327169656274,
101,-8.995811635874848,0.008246247617161232,0.051327327169656274,
102,-9.014654646036893,0.1360315095317694,0.041999999433755875,
103,-9.014654646036893,0.1360315095317694,0.041999999433755875,
104,-9.014654646036893,0.1360315095317694,0.041999999433755875,
105,-8.997205416874042,0.022513573669825013,0.041999999433755875,
106,-8.997205416874042,0.022513573669825013,0.041999999433755875,
107,-8.997205416874042,0.022513573669825013,0.041999999433755875,
108,-9.00191456640467,0.10736307600440032,0.041999999433755875,
109,-9.00191456640467,0.10736307600440032,0.041999999433755875,
110,-9.00191456640467,0.10736307600440032,0.041999999433755875,
111,-8.99721600444577,0.024680335266281973,0.0476540247647321,
112,-8.99721600444577,0.024680335266281973,0.0476540247647321,
113,-8.99721600444577,0.024680335266281973,0.0476540247647321,
114,-8.996232063288323,0.03187637542295755,0.04515349549400933,
115,-8.996232063288323,0.03187637542295755,0.04515349549400933,
116,-8.996232063288323,0.03187637542295755,0.04515349549400933,
117,-8.994513379710645,0.033085466374739324,0.045954937663340606,
118,-8.994513379710645,0.033085466374739324,0.045954937663340606,
119,-8.994513379710645,0.033085466374739324,0.045954937663340606,
120,-8.992751338575646,0.03660813002328969,0.04924559802311779,
121,-8.992751338575646,0.03660813002328969,0.04924559802311779,
122,-8.992751338575646,0.03660813002328969,0.04924559802311779,
123,-8.992468461620359,0.03313989255788798,0.04795281017376109,
124,-8.992468461620359,0.03313989255788798,0.04795281017376109,
125,-8.992468461620359,0.03313989255788798,0.04795281017376109,
126,-9.001267225949661,-0.00938254721867251,0.041999999433755875,
127,-9.001267225949661,-0.00938254721867251,0.041999999433755875,
128,-9.001267225949661,-0.00938254721867251,0.041999999433755875,
129,-9.01807355458453,-0.06142601109085903,0.041999999433755875,
130,-9.01807355458453,-0.06142601109085903,0.041999999433755875,
131,-9.01807355458453,-0.06142601109085903,0.041999999433755875,
132,-9.003874095662583,-0.08490677105008194,0.041999999433755875,
133,-9.003874095662583,-0.08490677105008194,0.041999999433755875,
134,-9.003874095662583,-0.08490677105008194,0.041999999433755875,
135,-9.032829392561007,-0.10220054100906051,0.041999999433755875,
136,-9.032829392561007,-0.10220054100906051,0.041999999433755875,
137,-9.032829392561007,-0.10220054100906051,0.041999999433755875,
138,-8.998678331222784,-0.0061183778034930875,0.041999999433755875,
139,-8.998678331222784,-0.0061183778034930875,0.041999999433755875,
140,-8.998678331222784,-0.0061183778034930875,0.041999999433755875,
141,-8.998352952070366,7.919065486456599E-4,0.04526528453637693,
142,-8.998352952070366,7.919065486456599E-4,0.04526528453637693,
143,-8.998352952070366,7.919065486456599E-4,0.04526528453637693,
144,-8.998132341824606,0.0030192039519619193,0.05030182990775526,
145,-8.998132341824606,0.0030192039519619193,0.05030182990775526,
