1,x,y,z,
2,-9.049769677126987,0.20470338060323393,0.041999999433755875,
3,-9.008933342050504,0.0642321659323808,0.04627593857686156,
4,-9.008933342050504,0.0642321659323808,0.04627593857686156,
5,-9.008933342050504,0.0642321659323808,0.04627593857686156,
6,-9.029836779545537,0.12765873609259842,0.041999999433755875,
7,-9.029836779545537,0.12765873609259842,0.041999999433755875,
8,-9.029836779545537,0.12765873609259842,0.041999999433755875,
9,-9.008316012801547,0.06697004436231754,0.047715160524823635,
10,-9.008316012801547,0.06697004436231754,0.047715160524823635,
11,-9.008316012801547,0.06697004436231754,0.047715160524823635,
12,-9.02054483720473,-0.11619909662415538,0.041999999433755875,
13,-9.02054483720473,-0.11619909662415538,0.041999999433755875,
14,-9.02054483720473,-0.11619909662415538,0.041999999433755875,
15,-9.005878202169558,0.036609673702325186,0.04777703508058999,
16,-9.005878202169558,0.036609673702325186,0.04777703508058999,
17,-9.005878202169558,0.036609673702325186,0.04777703508058999,
18,-9.055595997295049,-5.453420200037247E-4,0.041999999433755875,
19,-9.055595997295049,-5.453420200037247E-4,0.041999999433755875,
20,-9.055595997295049,-5.453420200037247E-4,0.041999999433755875,
21,-9.007601267659725,0.021945048988439537,0.04223268244293853,
22,-9.007601267659725,0.021945048988439537,0.04223268244293853,
23,-9.007601267659725,0.021945048988439537,0.04223268244293853,
24,-9.007249770170151,0.005135126735841359,0.032720243040487054,
25,-9.007249770170151,0.005135126735841359,0.032720243040487054,
26,-9.007249770170151,0.005135126735841359,0.032720243040487054,
27,-9.005803024420654,-0.005292676819583236,0.0290147417251239,
28,-9.005803024420654,-0.005292676819583236,0.0290147417251239,
29,-9.005803024420654,-0.005292676819583236,0.0290147417251239,
30,-9.073135877443095,-0.014140117270029886,0.041999999433755875,
31,-9.073135877443095,-0.014140117270029886,0.041999999433755875,
32,-9.073135877443095,-0.014140117270029886,0.041999999433755875,
33,-9.011308147271068,-0.013088433930959499,0.017982827883884018,
34,-9.011308147271068,-0.013088433930959499,0.017982827883884018,
35,-9.011308147271068,-0.013088433930959499,0.017982827883884018,
36,-9.009486957476193,-0.01692745073918201,0.018160975530302242,
